HBASE_ROW_KEY,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad_20150719,Ahmedabad,20150719,33.56,,0.72,7.89,8.56,,0.72,11.28,10.18,0.61,3.85,0.08,67,Satisfactory
Ahmedabad_20150720,Ahmedabad,20150720,31.3,,0.55,8.1,8.49,,0.55,10.29,7.44,0.52,2.31,0.06,60,Satisfactory
Ahmedabad_20150721,Ahmedabad,20150721,48.12,,0.67,7.9,8.43,,0.67,1.28,6.3,5,21.75,1.54,,
Ahmedabad_20150722,Ahmedabad,20150722,57.11,,0.55,8.28,8.42,,0.55,14.58,2.6,2.81,14.53,1.87,90,Satisfactory
Ahmedabad_20150723,Ahmedabad,20150723,34.72,,0.1,9.73,7.88,,0.1,13.62,4.87,1.44,5.22,0.38,78,Satisfactory
Ahmedabad_20150724,Ahmedabad,20150724,29.22,,0.06,9.57,7.77,,0.06,13.58,5.08,1.37,3.65,0.32,48,Good
Ahmedabad_20150725,Ahmedabad,20150725,29.79,,0.14,8.64,7.97,,0.14,15.11,5.34,0.36,1.05,0.14,53,Satisfactory
Ahmedabad_20150726,Ahmedabad,20150726,59.95,,0.18,8.78,8.16,,0.18,11.52,2.79,0.52,1.23,0.22,91,Satisfactory
Ahmedabad_20150727,Ahmedabad,20150727,19.2,,1.52,9.45,9.74,,1.52,11.23,4.61,1.29,3.29,0.15,70,Satisfactory
Ahmedabad_20150728,Ahmedabad,20150728,19.52,,5.89,11.26,17.15,,5.89,11.56,4.4,0.58,1.44,0.07,157,Moderate
Ahmedabad_20150729,Ahmedabad,20150729,35.16,,5.75,10.89,16.64,,5.75,14.7,3.67,1.61,3.71,0.48,158,Moderate
Ahmedabad_20150730,Ahmedabad,20150730,33.03,,7.01,10.58,17.58,,7.01,12.95,3.53,1.65,3.96,0.37,169,Moderate
Ahmedabad_20150731,Ahmedabad,20150731,40.95,,6.92,10.47,17.39,,6.92,19.8,3.38,2.05,5.08,0.44,174,Moderate
Ahmedabad_20150801,Ahmedabad,20150801,40.29,,6.74,10.52,17.26,,6.74,8.27,3.57,1.85,4.34,0.39,173,Moderate
Ahmedabad_20150802,Ahmedabad,20150802,41.16,,6.91,10.51,17.42,,6.91,13.48,3.69,1.8,4.23,0.33,172,Moderate
Ahmedabad_20150803,Ahmedabad,20150803,36.12,,7.21,11.56,17.07,,7.21,13.62,6.08,1.67,2.85,0.11,190,Moderate
Ahmedabad_20150804,Ahmedabad,20150804,28.51,,6.69,20.52,27.21,,6.69,5.69,7.65,1.36,2.17,0.09,171,Moderate
Ahmedabad_20150805,Ahmedabad,20150805,31.59,,6.99,20.42,27.41,,6.99,9.23,7.9,0.72,2.29,0.12,168,Moderate
Ahmedabad_20150806,Ahmedabad,20150806,42.56,,7.17,20.4,27.57,,7.17,6.28,9.86,1.36,2.94,0.28,172,Moderate
Ahmedabad_20150807,Ahmedabad,20150807,48.12,,7.14,20.3,27.45,,7.14,6.77,12.78,1.22,3.39,0.26,173,Moderate
Ahmedabad_20150808,Ahmedabad,20150808,37.09,,7.22,20.21,27.42,,7.22,8.66,7.94,0.86,2.98,0.16,175,Moderate
Ahmedabad_20150809,Ahmedabad,20150809,33.4,,7.4,20.09,27.5,,7.4,9.95,8.39,0.8,2.13,0.07,179,Moderate
Ahmedabad_20150810,Ahmedabad,20150810,38.64,,7.35,20.21,27.55,,7.35,9.74,6.28,1.31,2.8,0.27,174,Moderate
Ahmedabad_20150811,Ahmedabad,20150811,40.49,,7.48,20.23,27.71,,7.48,8.92,21.51,1.17,3,0.11,176,Moderate
Ahmedabad_20150812,Ahmedabad,20150812,41.37,,7.47,20.2,27.68,,7.47,11.73,19.8,1.82,2.85,0.17,179,Moderate
Ahmedabad_20150813,Ahmedabad,20150813,44.56,,7.49,20.06,27.55,,7.49,11.23,22.77,1.38,3.36,0.44,175,Moderate
Ahmedabad_20150814,Ahmedabad,20150814,65.68,,7.57,19.94,27.51,,7.57,8.21,30.21,3.62,5.79,1,177,Moderate
Ahmedabad_20150815,Ahmedabad,20150815,33.34,,7.3,20.27,27.57,,7.3,6.41,32.95,0,0,0.02,175,Moderate
Ahmedabad_20150816,Ahmedabad,20150816,39.17,,7.35,20.24,27.58,,7.35,9.17,26.64,0.79,0.76,0.14,174,Moderate
Ahmedabad_20150817,Ahmedabad,20150817,34,,7.41,20.1,27.51,,7.41,9.64,17.17,1.21,1.8,0.15,179,Moderate
Ahmedabad_20150818,Ahmedabad,20150818,36.38,,7.31,20.14,27.45,,7.31,10.65,13.35,2,4.33,0.35,177,Moderate
Ahmedabad_20150819,Ahmedabad,20150819,38.35,,7.41,20.16,27.57,,7.41,9.33,18.59,1.63,3.74,0.35,180,Moderate
Ahmedabad_20150820,Ahmedabad,20150820,38.5,,12.38,19.67,30.02,,12.38,10.37,16.33,1.56,2.97,0.42,274,Poor
Ahmedabad_20150821,Ahmedabad,20150821,39.61,,17.31,14.84,32.15,,17.31,10.76,5.38,1.67,3.17,0.24,310,Very Poor
Ahmedabad_20150822,Ahmedabad,20150822,61.79,,17.24,14.82,32.06,,17.24,12.39,8.06,0.91,1.81,0.2,303,Very Poor
Ahmedabad_20150823,Ahmedabad,20150823,43.22,,17.17,14.82,31.99,,17.17,11.68,37.87,1.29,3.06,0.14,302,Very Poor
Ahmedabad_20150824,Ahmedabad,20150824,33.41,,17.12,14.86,31.98,,17.12,12.96,86.83,1.08,2.1,0.05,302,Very Poor
Ahmedabad_20150825,Ahmedabad,20150825,36.9,,17.08,14.85,31.93,,17.08,4.73,54.01,0.91,1.25,0.16,302,Very Poor
Ahmedabad_20150826,Ahmedabad,20150826,36.36,,17.11,14.79,31.9,,17.11,8.86,77.3,0,0,0.06,302,Very Poor
Ahmedabad_20150827,Ahmedabad,20150827,32.64,,17.01,14.84,31.85,,17.01,7.05,62.31,0,0,0.01,302,Very Poor
Ahmedabad_20150828,Ahmedabad,20150828,38.23,,17.07,14.89,31.96,,17.07,10.9,55.94,0,0,0.01,302,Very Poor
Ahmedabad_20150829,Ahmedabad,20150829,39.86,,16.98,14.83,31.81,,16.98,10.02,96.83,0,0.01,0.02,301,Very Poor
Ahmedabad_20150830,Ahmedabad,20150830,72.74,,17.04,14.84,31.88,,17.04,4.23,99.03,0,0,0,302,Very Poor
Ahmedabad_20150831,Ahmedabad,20150831,43.2,,17.05,14.86,31.91,,17.05,5.96,59.99,0,0,0.11,302,Very Poor
Ahmedabad_20150901,Ahmedabad,20150901,63.2,,17.03,14.82,31.85,,17.03,3.69,7.57,0,0,0,302,Very Poor
Ahmedabad_20150902,Ahmedabad,20150902,64.73,,17.01,14.82,31.83,,17.01,6.45,12.13,0,0,0,302,Very Poor
Ahmedabad_20150903,Ahmedabad,20150903,65.28,,17.04,14.85,31.89,,17.04,6.13,18.2,0,0,0,301,Very Poor
Ahmedabad_20150904,Ahmedabad,20150904,67.86,,16.97,14.87,31.84,,16.97,8.87,16.53,0,0,0,302,Very Poor
Ahmedabad_20150905,Ahmedabad,20150905,52.4,,16.97,14.81,31.78,,16.97,9.89,22.55,0,0,0,301,Very Poor
Ahmedabad_20150906,Ahmedabad,20150906,33.33,,16.95,14.89,31.84,,16.95,6.88,33.58,0,0,0,302,Very Poor
Ahmedabad_20150907,Ahmedabad,20150907,29.52,,16.94,14.88,31.82,,16.94,8.56,40.65,0,0,0.02,301,Very Poor
Ahmedabad_20150908,Ahmedabad,20150908,15.53,,17,14.85,31.85,,17,15.13,34.18,0,0,0,301,Very Poor
Ahmedabad_20150909,Ahmedabad,20150909,57.51,,16.31,50.9,67.22,,16.31,8.73,15.39,0,10.52,4.88,,
Ahmedabad_20150910,Ahmedabad,20150910,50.24,,9.46,12.31,21.77,,9.46,11.63,13.61,0,3.42,0.29,226,Poor
Ahmedabad_20150911,Ahmedabad,20150911,61.77,,8.68,15.43,24.1,,8.68,8.1,18.69,0,4.83,0.38,276,Poor
Ahmedabad_20150912,Ahmedabad,20150912,46.93,,7.14,11.47,18.61,,7.14,7.92,19.03,0,3.08,0.12,209,Poor
Ahmedabad_20150913,Ahmedabad,20150913,43.01,,6.82,9.96,16.78,,6.82,11.58,20.59,0,2.5,0.13,179,Moderate
Ahmedabad_20150914,Ahmedabad,20150914,42.06,,8.43,11.35,19.78,,8.43,11.63,28.09,0,3.19,0.2,197,Moderate
Ahmedabad_20150915,Ahmedabad,20150915,44.94,,7.14,10.94,18.07,,7.14,5.85,59.38,0,2.21,0.24,229,Poor
Ahmedabad_20150916,Ahmedabad,20150916,29.58,,6.61,9.94,16.55,,6.61,8.82,42.9,0,1.87,0.13,170,Moderate
Ahmedabad_20150917,Ahmedabad,20150917,32.15,,6.5,9.7,16.2,,6.5,9.2,39.02,0,2.73,0.19,164,Moderate
Ahmedabad_20150918,Ahmedabad,20150918,36.33,,7.68,12.88,20.56,,7.68,8.28,43.35,0,4.29,0.36,195,Moderate
Ahmedabad_20150919,Ahmedabad,20150919,24.46,,8.45,10.99,19.44,,8.45,12.59,44.55,0,2.52,0.17,220,Poor
Ahmedabad_20150920,Ahmedabad,20150920,,,,,,,,,,,,,,
Ahmedabad_20150921,Ahmedabad,20150921,27.08,,9.95,12.25,22.19,,9.95,9.51,12.46,0,4.77,0.32,,
Ahmedabad_20150922,Ahmedabad,20150922,59.29,,9.21,9.68,18.89,,9.21,5.98,7.69,0,3.24,0.19,217,Poor
Ahmedabad_20150923,Ahmedabad,20150923,65.32,,10.61,9.62,20.23,,10.61,3.69,4.74,0,3.63,0.24,254,Poor
Ahmedabad_20150924,Ahmedabad,20150924,47.39,,9.26,10.48,19.74,,9.26,7.72,7.71,0,3.41,0.21,241,Poor
Ahmedabad_20150925,Ahmedabad,20150925,43.88,,8.69,19.75,28.44,,8.69,4.83,11.53,0,3.24,0.16,244,Poor
Ahmedabad_20150926,Ahmedabad,20150926,28.35,,9.05,13.62,22.68,,9.05,7.47,15.95,0,3.26,0.21,243,Poor
Ahmedabad_20150927,Ahmedabad,20150927,3.59,,11.26,14.17,25.44,,11.26,9.6,20.38,0,4.02,0.46,244,Poor
Ahmedabad_20150928,Ahmedabad,20150928,3.04,,16.31,21.5,37.81,,16.31,13.73,30.05,0.02,9.33,0.81,327,Very Poor
Ahmedabad_20150929,Ahmedabad,20150929,19.14,,10.33,30.6,40.93,,10.33,10.96,29.36,0,8.36,1,390,Very Poor
Ahmedabad_20150930,Ahmedabad,20150930,69.12,,8.85,32.41,41.26,,8.85,15.63,28.45,0,7.16,0.73,231,Poor
Ahmedabad_20151001,Ahmedabad,20151001,76.41,,17.96,34.7,52.67,,17.96,15.44,31.49,0,7.51,1.15,396,Very Poor
Ahmedabad_20151002,Ahmedabad,20151002,102.49,,33.31,37.85,71.17,,33.31,27.32,24.85,19.81,51.29,15.05,731,Severe
Ahmedabad_20151003,Ahmedabad,20151003,127.94,,11.14,28.38,39.52,,11.14,25.59,15.17,8.14,29.23,3.24,466,Severe
Ahmedabad_20151004,Ahmedabad,20151004,87.18,,7.83,21.51,29.34,,7.83,6.98,23.17,5.59,17.26,2.28,230,Poor
Ahmedabad_20151005,Ahmedabad,20151005,99.73,,20.16,30.23,50.39,,20.16,32.74,20.91,8.58,27.22,4.15,309,Very Poor
Ahmedabad_20151006,Ahmedabad,20151006,84.15,,15.83,32.1,47.93,,15.83,19.37,23.12,8.34,23.83,4,519,Severe
Ahmedabad_20151007,Ahmedabad,20151007,92.12,,18.21,32.5,50.71,,18.21,31.75,29.97,6.26,26.4,4.3,397,Very Poor
Ahmedabad_20151008,Ahmedabad,20151008,94.02,,27.14,36.97,64.11,,27.14,24.88,23.51,10.85,41.2,6.14,517,Severe
Ahmedabad_20151009,Ahmedabad,20151009,150.27,,15.9,34.86,50.77,,15.9,26.35,31.96,9.13,37.83,5.06,653,Severe
Ahmedabad_20151010,Ahmedabad,20151010,118.91,,5.42,29.22,34.64,,5.42,79.47,24.89,6.23,12.93,1.74,355,Very Poor
Ahmedabad_20151011,Ahmedabad,20151011,91.41,,5.19,23.45,28.63,,5.19,25.44,6.25,0.69,1.25,0.05,227,Poor
Ahmedabad_20151012,Ahmedabad,20151012,95.9,,10.38,33.63,44.01,,10.38,30.06,27.34,3.24,11.06,1.76,316,Very Poor
Ahmedabad_20151013,Ahmedabad,20151013,137.87,,20.2,32.98,53.18,,20.2,21.89,17.41,12.76,39.39,12.08,536,Severe
Ahmedabad_20151014,Ahmedabad,20151014,90.71,,18.12,25.73,43.85,,18.12,17.89,26.02,7.32,43.71,6.04,370,Very Poor
Ahmedabad_20151015,Ahmedabad,20151015,108.68,,17.03,32.87,49.9,,17.03,22.59,19.56,12.47,51.84,7.46,551,Severe
Ahmedabad_20151016,Ahmedabad,20151016,98.79,,17.72,31.2,48.92,,17.72,26.09,30.19,8.22,41.58,5.48,393,Very Poor
Ahmedabad_20151017,Ahmedabad,20151017,145.75,,20.61,34.71,55.33,,20.61,24.66,95.94,20.08,51.51,7.31,671,Severe
Ahmedabad_20151018,Ahmedabad,20151018,179.43,,52.33,39.42,91.75,,52.33,39.15,112.01,31.75,102.65,14.97,969,Severe
Ahmedabad_20151019,Ahmedabad,20151019,170.52,,15.49,35.22,48.6,,15.49,34.03,53.98,10.76,31.62,4.83,471,Severe
Ahmedabad_20151020,Ahmedabad,20151020,203.4,,23.03,36.63,59.66,,23.03,94.3,5.36,0,0,0,529,Severe
Ahmedabad_20151021,Ahmedabad,20151021,92.71,,12.92,30.65,43.57,,12.92,42.08,72.86,13.33,17.97,5.17,,
Ahmedabad_20151022,Ahmedabad,20151022,64.66,,4.79,23.83,28.61,,4.79,34.4,24.76,6.24,12.04,2.24,213,Poor
Ahmedabad_20151023,Ahmedabad,20151023,78.14,,10.58,28.93,39.51,,10.58,44.91,35.56,4.72,8.87,2.28,297,Poor
Ahmedabad_20151024,Ahmedabad,20151024,100.17,,32.27,34.16,66.43,,32.27,27.73,23.95,7.62,12.85,5.15,605,Severe
Ahmedabad_20151025,Ahmedabad,20151025,147.35,,34.64,39.1,73.74,,34.64,46.09,26.43,5.8,5.08,10.16,691,Severe
Ahmedabad_20151026,Ahmedabad,20151026,206.89,,145.32,55.67,201,,145.32,20.47,38,1.69,3.45,36,971,Severe
Ahmedabad_20151027,Ahmedabad,20151027,114.84,,38.09,40.31,78.39,,38.09,22.94,30.19,26,72.61,10.84,,
Ahmedabad_20151028,Ahmedabad,20151028,89.64,,5.42,25.75,31.18,,5.42,44.92,43.04,6.48,17.42,2.14,270,Poor
Ahmedabad_20151029,Ahmedabad,20151029,51.72,,1.89,21.15,23.04,,1.89,37.31,66.58,3.96,11.1,0.75,188,Moderate
Ahmedabad_20151030,Ahmedabad,20151030,54.59,,2.31,18.33,20.64,,2.31,19.08,42.43,3.47,10.25,1.12,114,Moderate
Ahmedabad_20151031,Ahmedabad,20151031,46.5,,1.22,12.1,13.32,,1.22,13.73,61.56,1.9,4.5,0.22,143,Moderate
Ahmedabad_20151101,Ahmedabad,20151101,,,,,,,,,,,,,,
Ahmedabad_20151102,Ahmedabad,20151102,122.54,,75.42,44.2,119.62,,75.42,13.78,60.66,73.38,105.07,17.55,,
Ahmedabad_20151103,Ahmedabad,20151103,147.18,,33.06,36.87,69.93,,33.06,21.24,131.12,25.83,60.82,9.26,557,Severe
Ahmedabad_20151104,Ahmedabad,20151104,214.67,,57.37,42.21,99.57,,57.37,22.18,,41.22,93.71,13.41,,
Ahmedabad_20151105,Ahmedabad,20151105,207.13,,28.41,35.31,60.37,,28.41,50.33,,28.86,55.93,8.74,536,Severe
Ahmedabad_20151106,Ahmedabad,20151106,191.01,,39.61,50.11,89.72,,39.61,40.78,27.9,17.39,60.02,11.13,354,Very Poor
Ahmedabad_20151107,Ahmedabad,20151107,192.35,,9.39,29.04,38.43,,9.39,29.18,33.21,22.88,52.49,10.86,381,Very Poor
Ahmedabad_20151108,Ahmedabad,20151108,127.64,,6.74,31.91,38.64,,6.74,26.94,47.33,9.55,20.72,4.32,355,Very Poor
Ahmedabad_20151109,Ahmedabad,20151109,,,,,,,,,,,,,,
Ahmedabad_20151110,Ahmedabad,20151110,,,,,,,,,,,,,,
Ahmedabad_20151111,Ahmedabad,20151111,,,,,,,,,,,,,,
Ahmedabad_20151112,Ahmedabad,20151112,,,,,,,,,,,,,,
Ahmedabad_20151113,Ahmedabad,20151113,,,,,,,,,,,,,,
Ahmedabad_20151114,Ahmedabad,20151114,,,,,,,,,,,,,,
Ahmedabad_20151115,Ahmedabad,20151115,,,,,,,,,,,,,,
Ahmedabad_20151116,Ahmedabad,20151116,,,,,,,,,,,,,,
Ahmedabad_20151117,Ahmedabad,20151117,,,,,,,,,,,,,,
Ahmedabad_20151118,Ahmedabad,20151118,,,,,,,,,,,,,,
Ahmedabad_20151119,Ahmedabad,20151119,,,,,,,,,,,,,,
Ahmedabad_20151120,Ahmedabad,20151120,,,,,,,,,,,,,,
Ahmedabad_20151121,Ahmedabad,20151121,,,,,,,,,,,,,,
Ahmedabad_20151122,Ahmedabad,20151122,,,,,,,,,,,,,,
Ahmedabad_20151123,Ahmedabad,20151123,,,,,,,,,,,,,,
Ahmedabad_20151124,Ahmedabad,20151124,,,,,,,,,,,,,,
Ahmedabad_20151125,Ahmedabad,20151125,,,,,,,,,,,,,,
Ahmedabad_20151126,Ahmedabad,20151126,,,,,,,,,,,,,,
Ahmedabad_20151127,Ahmedabad,20151127,,,,,,,,,,,,,,
Ahmedabad_20151128,Ahmedabad,20151128,,,,,,,,,,,,,,
Ahmedabad_20151129,Ahmedabad,20151129,,,,,,,,,,,,,,
Ahmedabad_20151130,Ahmedabad,20151130,,,,,,,,,,,,,,
Ahmedabad_20151201,Ahmedabad,20151201,,,,,,,,,,,,,,
Ahmedabad_20151202,Ahmedabad,20151202,,,,,,,,,,,,,,
Ahmedabad_20151203,Ahmedabad,20151203,,,,,,,,,,,,,,
Ahmedabad_20151204,Ahmedabad,20151204,,,,,,,,,,,,,,
Ahmedabad_20151205,Ahmedabad,20151205,,,,,,,,,,,,,,
Ahmedabad_20151206,Ahmedabad,20151206,,,,,,,,,,,,,,
Ahmedabad_20151207,Ahmedabad,20151207,,,,,,,,,,,,,,
Ahmedabad_20151208,Ahmedabad,20151208,,,,,,,,,,,,,,
Ahmedabad_20151209,Ahmedabad,20151209,,,,,,,,,,,,,,
Ahmedabad_20151210,Ahmedabad,20151210,,,,,,,,,,,,,,
Ahmedabad_20151211,Ahmedabad,20151211,,,,,,,,,,,,,,
Ahmedabad_20151212,Ahmedabad,20151212,,,,,,,,,,,,,,
Ahmedabad_20151213,Ahmedabad,20151213,,,,,,,,,,,,,,
Ahmedabad_20151214,Ahmedabad,20151214,,,,,,,,,,,,,,
Ahmedabad_20151215,Ahmedabad,20151215,,,,,,,,,,,,,,
Ahmedabad_20151216,Ahmedabad,20151216,,,,,,,,,,,,,,
Ahmedabad_20151217,Ahmedabad,20151217,,,,,,,,,,,,,,
Ahmedabad_20151218,Ahmedabad,20151218,,,,,,,,,,,,,,
Ahmedabad_20151219,Ahmedabad,20151219,,,,,,,,,,,,,,
Ahmedabad_20151220,Ahmedabad,20151220,,,,,,,,,,,,,,
Ahmedabad_20151221,Ahmedabad,20151221,,,,,,,,,,,,,,
Ahmedabad_20151222,Ahmedabad,20151222,,,,,,,,,,,,,,
Ahmedabad_20151223,Ahmedabad,20151223,,,,,,,,,,,,,,
Ahmedabad_20151224,Ahmedabad,20151224,,,,,,,,,,,,,,
Ahmedabad_20151225,Ahmedabad,20151225,,,,,,,,,,,,,,
Ahmedabad_20151226,Ahmedabad,20151226,,,,,,,,,,,,,,
Ahmedabad_20151227,Ahmedabad,20151227,,,,,,,,,,,,,,
Ahmedabad_20151228,Ahmedabad,20151228,,,,,,,,,,,,,,
Ahmedabad_20151229,Ahmedabad,20151229,,,,,,,,,,,,,,
Ahmedabad_20151230,Ahmedabad,20151230,,,,,,,,,,,,,,
Ahmedabad_20151231,Ahmedabad,20151231,,,,,,,,,,,,,,
Ahmedabad_20160101,Ahmedabad,20160101,,,,,,,,,,,,,,
Ahmedabad_20160102,Ahmedabad,20160102,,,,,,,,,,,,,,
Ahmedabad_20160103,Ahmedabad,20160103,,,,,,,,,,,,,,
Ahmedabad_20160104,Ahmedabad,20160104,,,,,,,,,,,,,,
Ahmedabad_20160105,Ahmedabad,20160105,,,,,,,,,,,,,,
Ahmedabad_20160106,Ahmedabad,20160106,,,,,,,,,,,,,,
Ahmedabad_20160107,Ahmedabad,20160107,,,,,,,,,,,,,,
Ahmedabad_20160108,Ahmedabad,20160108,,,,,,,,,,,,,,
Ahmedabad_20160109,Ahmedabad,20160109,,,,,,,,,,,,,,
Ahmedabad_20160110,Ahmedabad,20160110,,,,,,,,,,,,,,
Ahmedabad_20160111,Ahmedabad,20160111,,,,,,,,,,,,,,
Ahmedabad_20160112,Ahmedabad,20160112,,,,,,,,,,,,,,
Ahmedabad_20160113,Ahmedabad,20160113,,,,,,,,,,,,,,
Ahmedabad_20160114,Ahmedabad,20160114,,,,,,,,,,,,,,
Ahmedabad_20160115,Ahmedabad,20160115,,,,,,,,,,,,,,
Ahmedabad_20160116,Ahmedabad,20160116,,,,,,,,,,,,,,
Ahmedabad_20160117,Ahmedabad,20160117,,,,,,,,,,,,,,
Ahmedabad_20160118,Ahmedabad,20160118,,,,,,,,,,,,,,
Ahmedabad_20160119,Ahmedabad,20160119,,,,,,,,,,,,,,
Ahmedabad_20160120,Ahmedabad,20160120,,,,,,,,,,,,,,
Ahmedabad_20160121,Ahmedabad,20160121,,,,,,,,,,,,,,
Ahmedabad_20160122,Ahmedabad,20160122,,,,,,,,,,,,,,
Ahmedabad_20160123,Ahmedabad,20160123,,,,,,,,,,,,,,
Ahmedabad_20160124,Ahmedabad,20160124,,,,,,,,,,,,,,
Ahmedabad_20160125,Ahmedabad,20160125,,,,,,,,,,,,,,
Ahmedabad_20160126,Ahmedabad,20160126,,,,,,,,,,,,,,
Ahmedabad_20160127,Ahmedabad,20160127,,,,,,,,,,,,,,
Ahmedabad_20160128,Ahmedabad,20160128,,,,,,,,,,,,,,
Ahmedabad_20160129,Ahmedabad,20160129,,,,,,,,,,,,,,
Ahmedabad_20160130,Ahmedabad,20160130,,,,,,,,,,,,,,
Ahmedabad_20160131,Ahmedabad,20160131,,,,,,,,,,,,,,
Ahmedabad_20160201,Ahmedabad,20160201,,,,,,,,,,,,,,
Ahmedabad_20160202,Ahmedabad,20160202,,,,,,,,,,,,,,
Ahmedabad_20160203,Ahmedabad,20160203,,,,,,,,,,,,,,
Ahmedabad_20160204,Ahmedabad,20160204,,,,,,,,,,,,,,
Ahmedabad_20160205,Ahmedabad,20160205,,,,,,,,,,,,,,
Ahmedabad_20160206,Ahmedabad,20160206,,,,,,,,,,,,,,
Ahmedabad_20160207,Ahmedabad,20160207,,,,,,,,,,,,,,
Ahmedabad_20160208,Ahmedabad,20160208,,,,,,,,,,,,,,
Ahmedabad_20160209,Ahmedabad,20160209,,,,,,,,,,,,,,
Ahmedabad_20160210,Ahmedabad,20160210,,,,,,,,,,,,,,
Ahmedabad_20160211,Ahmedabad,20160211,,,,,,,,,,,,,,
Ahmedabad_20160212,Ahmedabad,20160212,,,,,,,,,,,,,,
Ahmedabad_20160213,Ahmedabad,20160213,,,,,,,,,,,,,,
Ahmedabad_20160214,Ahmedabad,20160214,,,,,,,,,,,,,,
Ahmedabad_20160215,Ahmedabad,20160215,,,,,,,,,,,,,,
Ahmedabad_20160216,Ahmedabad,20160216,,,,,,,,,,,,,,
Ahmedabad_20160217,Ahmedabad,20160217,,,,,,,,,,,,,,
Ahmedabad_20160218,Ahmedabad,20160218,,,,,,,,,,,,,,
Ahmedabad_20160219,Ahmedabad,20160219,,,,,,,,,,,,,,
Ahmedabad_20160220,Ahmedabad,20160220,,,,,,,,,,,,,,
Ahmedabad_20160221,Ahmedabad,20160221,,,,,,,,,,,,,,
Ahmedabad_20160222,Ahmedabad,20160222,,,,,,,,,,,,,,
Ahmedabad_20160223,Ahmedabad,20160223,,,,,,,,,,,,,,
Ahmedabad_20160224,Ahmedabad,20160224,,,,,,,,,,,,,,
Ahmedabad_20160225,Ahmedabad,20160225,,,,,,,,,,,,,,
Ahmedabad_20160226,Ahmedabad,20160226,,,,,,,,,,,,,,
Ahmedabad_20160227,Ahmedabad,20160227,,,,,,,,,,,,,,
Ahmedabad_20160228,Ahmedabad,20160228,,,,,,,,,,,,,,
Ahmedabad_20160229,Ahmedabad,20160229,,,,,,,,,,,,,,
Ahmedabad_20160301,Ahmedabad,20160301,,,,,,,,,,,,,,
Ahmedabad_20160302,Ahmedabad,20160302,,,,,,,,,,,,,,
Ahmedabad_20160303,Ahmedabad,20160303,,,,,,,,,,,,,,
Ahmedabad_20160304,Ahmedabad,20160304,,,,,,,,,,,,,,
Ahmedabad_20160305,Ahmedabad,20160305,,,,,,,,,,,,,,
Ahmedabad_20160306,Ahmedabad,20160306,,,,,,,,,,,,,,
Ahmedabad_20160307,Ahmedabad,20160307,,,,,,,,,,,,,,
Ahmedabad_20160308,Ahmedabad,20160308,,,,,,,,,,,,,,
Ahmedabad_20160309,Ahmedabad,20160309,,,,,,,,,,,,,,
Ahmedabad_20160310,Ahmedabad,20160310,,,,,,,,,,,,,,
Ahmedabad_20160311,Ahmedabad,20160311,,,,,,,,,,,,,,
Ahmedabad_20160312,Ahmedabad,20160312,,,,,,,,,,,,,,
Ahmedabad_20160313,Ahmedabad,20160313,,,,,,,,,,,,,,
Ahmedabad_20160314,Ahmedabad,20160314,,,,,,,,,,,,,,
Ahmedabad_20160315,Ahmedabad,20160315,,,,,,,,,,,,,,
Ahmedabad_20160316,Ahmedabad,20160316,,,,,,,,,,,,,,
Ahmedabad_20160317,Ahmedabad,20160317,,,,,,,,,,,,,,
Ahmedabad_20160318,Ahmedabad,20160318,,,,,,,,,,,,,,
Ahmedabad_20160319,Ahmedabad,20160319,,,,,,,,,,,,,,
Ahmedabad_20160320,Ahmedabad,20160320,,,,,,,,,,,,,,
Ahmedabad_20160321,Ahmedabad,20160321,,,,,,,,,,,,,,
Ahmedabad_20160322,Ahmedabad,20160322,,,,,,,,,,,,,,
Ahmedabad_20160323,Ahmedabad,20160323,,,,,,,,,,,,,,
Ahmedabad_20160324,Ahmedabad,20160324,,,,,,,,,,,,,,
Ahmedabad_20160325,Ahmedabad,20160325,,,,,,,,,,,,,,
Ahmedabad_20160326,Ahmedabad,20160326,,,,,,,,,,,,,,
Ahmedabad_20160327,Ahmedabad,20160327,,,,,,,,,,,,,,
Ahmedabad_20160328,Ahmedabad,20160328,,,,,,,,,,,,,,
Ahmedabad_20160329,Ahmedabad,20160329,,,,,,,,,,,,,,
Ahmedabad_20160330,Ahmedabad,20160330,,,,,,,,,,,,,,
Ahmedabad_20160331,Ahmedabad,20160331,,,,,,,,,,,,,,
Ahmedabad_20160401,Ahmedabad,20160401,,,,,,,,,,,,,,
Ahmedabad_20160402,Ahmedabad,20160402,,,,,,,,,,,,,,
Ahmedabad_20160403,Ahmedabad,20160403,,,,,,,,,,,,,,
Ahmedabad_20160404,Ahmedabad,20160404,,,,,,,,,,,,,,
Ahmedabad_20160405,Ahmedabad,20160405,,,,,,,,,,,,,,
Ahmedabad_20160406,Ahmedabad,20160406,,,,,,,,,,,,,,
Ahmedabad_20160407,Ahmedabad,20160407,,,,,,,,,,,,,,
Ahmedabad_20160408,Ahmedabad,20160408,,,,,,,,,,,,,,
Ahmedabad_20160409,Ahmedabad,20160409,,,,,,,,,,,,,,
Ahmedabad_20160410,Ahmedabad,20160410,,,,,,,,,,,,,,
Ahmedabad_20160411,Ahmedabad,20160411,,,,,,,,,,,,,,
